85	2017/01/19 14:26	0	104															
88	2017/01/19 14:42	0	93															
89	2017/01/19 14:57	0	78															
90	2017/01/19 15:12	0	64															
91	2017/01/19 15:27	0	57															
92	2017/01/19 15:42	0	53															
93	2017/01/19 15:57	0	53															
94	2017/01/19 16:12	0	53															
97	2017/01/19 16:27	0	54															
100	2017/01/19 16:42	0	63															
105	2017/01/19 16:57	0	73															
108	2017/01/19 17:11	0	72															
109	2017/01/19 17:26	0	61															
110	2017/01/19 17:41	0	54															
111	2017/01/19 17:56	0	60															
116	2017/01/19 18:12	0	102															
119	2017/01/19 18:26	0	143															
120	2017/01/19 18:41	0	165															
125	2017/01/19 18:57	0	183															
128	2017/01/19 19:12	0	167															
129	2017/01/19 19:27	0	135															
134	2017/01/19 19:41	0	112															
135	2017/01/19 19:56	0	133															
138	2017/01/19 20:11	0	131															
141	2017/01/19 20:26	0	106															
144	2017/01/19 20:42	0	116															
145	2017/01/19 20:57	0	157															
147	2017/01/19 21:27	0	129															
152	2017/01/19 21:42	0	102															
157	2017/01/19 21:56	0	76															
158	2017/01/19 22:11	0	68															
159	2017/01/19 22:26	0	66															
160	2017/01/19 22:41	0	49															
161	2017/01/19 22:56	0	40															
164	2017/01/19 23:11	0	40															
165	2017/01/19 23:26	0	57															
168	2017/01/20 00:26	0	147															
169	2017/01/20 00:41	0	150															
170	2017/01/20 00:56	0	174															
171	2017/01/20 01:11	0	189															
172	2017/01/20 01:26	0	191															
173	2017/01/20 01:41	0	194															
174	2017/01/20 01:56	0	190															
175	2017/01/20 02:11	0	209															
176	2017/01/20 02:26	0	223															
177	2017/01/20 02:41	0	227															
178	2017/01/20 02:56	0	227															
179	2017/01/20 03:11	0	226															
180	2017/01/20 03:26	0	228															
181	2017/01/20 03:41	0	220															
182	2017/01/20 03:56	0	215															
183	2017/01/20 04:11	0	214															
184	2017/01/20 04:26	0	217															
185	2017/01/20 04:41	0	217															
186	2017/01/20 04:56	0	218															
187	2017/01/20 05:11	0	220															
188	2017/01/20 05:26	0	224															
189	2017/01/20 05:41	0	220															
190	2017/01/20 05:56	0	208															
191	2017/01/20 06:11	0	203															
192	2017/01/20 06:26	0	207															
193	2017/01/20 06:41	0	204															
194	2017/01/20 06:56	0	201															
195	2017/01/20 07:11	0	214															
196	2017/01/20 07:26	0	221															
197	2017/01/20 07:41	0	217															
198	2017/01/20 07:56	0	219															
201	2017/01/20 08:11	0	224															
202	2017/01/20 08:26	0	230															
205	2017/01/20 08:42	0	239															
206	2017/01/20 08:57	0	240															
207	2017/01/20 09:12	0	258															
208	2017/01/20 09:27	0	283															
209	2017/01/20 09:42	0	270															
210	2017/01/20 09:57	0	235															
211	2017/01/20 10:12	0	193															
212	2017/01/20 10:27	0	145															
213	2017/01/20 10:42	0	106															
214	2017/01/20 10:57	0	77															
217	2017/01/20 11:11	0	59															
218	2017/01/20 11:26	0	46															
219	2017/01/20 11:41	0	80															
220	2017/01/20 11:56	0	158															
221	2017/01/20 12:11	0	186															
222	2017/01/20 12:26	0	178															
225	2017/01/20 12:41	0	163															
226	2017/01/20 12:56	0	146															
229	2017/01/20 13:11	0	119															
230	2017/01/20 13:26	0	97															
231	2017/01/20 13:41	0	90															
234	2017/01/20 13:56	0	95															
235	2017/01/20 14:11	0	86															
238	2017/01/20 14:26	0	86															
241	2017/01/20 14:42	0	93															
242	2017/01/20 14:57	0	81															
243	2017/01/20 15:12	0	76															
244	2017/01/20 15:27	0	93															
245	2017/01/20 15:42	0	109															
246	2017/01/20 15:57	0	106															
247	2017/01/20 16:12	0	105															
250	2017/01/20 16:26	0	111															
253	2017/01/20 16:41	0	99															
260	2017/01/20 16:57	0	92															
263	2017/01/20 17:11	0	105															
266	2017/01/20 17:27	0	165															
269	2017/01/20 17:41	0	153															
270	2017/01/20 17:56	0	110															
277	2017/01/20 18:11	0	90															
278	2017/01/20 18:26	0	83															
283	2017/01/20 18:41	0	99															
284	2017/01/20 18:56	0	77															
287	2017/01/20 19:11	0	69															
288	2017/01/20 19:26	0	86															
293	2017/01/20 19:41	0	109															
294	2017/01/20 19:56	0	116															
295	2017/01/20 20:11	0	119															
298	2017/01/20 20:26	0	134															
299	2017/01/20 20:41	0	151															
302	2017/01/20 20:56	0	187															
305	2017/01/20 21:11	0	186															
310	2017/01/20 21:27	0	144															
315	2017/01/20 21:42	0	78															
320	2017/01/20 21:56	0	67															
323	2017/01/20 22:11	0	79															
326	2017/01/20 22:26	0	95															
327	2017/01/20 22:41	0	131															
328	2017/01/20 22:56	0	153															
331	2017/01/20 23:11	0	161															
334	2017/01/20 23:26	0	212															
337	2017/01/20 23:41	0	252															
338	2017/01/20 23:56	0	266															
341	2017/01/21 00:11	0	262															
342	2017/01/21 00:26	0	261															
343	2017/01/21 00:41	0	256															
346	2017/01/21 01:56	0	120															
347	2017/01/21 02:11	0	112															
348	2017/01/21 02:26	0	109															
349	2017/01/21 02:41	0	116															
350	2017/01/21 02:56	0	130															
351	2017/01/21 03:11	0	140															
352	2017/01/21 03:26	0	138															
353	2017/01/21 03:41	0	132															
354	2017/01/21 03:56	0	131															
355	2017/01/21 04:11	0	132															
356	2017/01/21 04:26	0	142															
357	2017/01/21 04:41	0	155															
358	2017/01/21 04:56	0	160															
359	2017/01/21 05:11	0	165															
360	2017/01/21 05:26	0	160															
361	2017/01/21 05:41	0	153															
362	2017/01/21 05:56	0	153															
363	2017/01/21 06:11	0	152															
364	2017/01/21 06:26	0	153															
365	2017/01/21 06:41	0	157															
366	2017/01/21 06:56	0	161															
367	2017/01/21 07:11	0	164															
368	2017/01/21 07:26	0	177															
369	2017/01/21 07:41	0	190															
370	2017/01/21 07:56	0	194															
371	2017/01/21 08:11	0	192															
372	2017/01/21 08:26	0	188															
373	2017/01/21 08:41	0	193															
374	2017/01/21 08:56	0	199															
375	2017/01/21 09:11	0	207															
376	2017/01/21 09:26	0	219															
379	2017/01/21 09:40	0	227															
380	2017/01/21 09:55	0	233															
381	2017/01/21 10:10	0	241															
384	2017/01/21 10:26	0	221															
385	2017/01/21 10:41	0	189															
394	2017/01/21 10:55	0	151															
401	2017/01/21 11:11	0	114															
404	2017/01/21 11:25	0	92															
405	2017/01/21 11:40	0	88															
410	2017/01/21 11:56	0	104															
413	2017/01/21 12:11	0	108															
416	2017/01/21 12:26	0	94															
417	2017/01/21 12:41	0	102															
418	2017/01/21 12:56	0	113															
419	2017/01/21 13:11	0	114															
422	2017/01/21 13:26	0	112															
426	2017/01/21 13:40	0	104															
427	2017/01/21 13:55	0	107															
430	2017/01/21 14:10	0	114															
431	2017/01/21 14:25	0	109															
432	2017/01/21 14:40	0	105															
435	2017/01/21 14:55	0	157															
436	2017/01/21 15:10	0	165															
439	2017/01/21 15:26	0	133															
446	2017/01/21 15:40	0	92															
447	2017/01/21 15:55	0	69															
448	2017/01/21 16:10	0	61															
455	2017/01/21 16:26	0	66															
458	2017/01/21 16:41	0	78															
459	2017/01/21 16:56	0	96															
466	2017/01/21 17:10	0	82															
469	2017/01/21 17:26	0	86															
472	2017/01/21 17:41	0	111															
475	2017/01/21 17:56	0	131															
476	2017/01/21 18:11	0	146															
479	2017/01/21 18:25	0	176															
482	2017/01/21 18:41	0	181															
483	2017/01/21 18:56	0	174															
486	2017/01/21 19:10	0	174															
487	2017/01/21 19:25	0	173															
488	2017/01/21 19:40	0	164															
491	2017/01/21 19:55	0	154															
494	2017/01/21 20:11	0	148															
495	2017/01/21 20:26	0	143															
496	2017/01/21 20:41	0	132															
499	2017/01/21 20:55	0	129															
502	2017/01/21 21:10	0	126															
505	2017/01/21 21:25	0	117															
506	2017/01/21 21:40	0	108															
509	2017/01/21 21:55	0	100															
510	2017/01/21 22:10	0	106															
511	2017/01/21 22:25	0	101															
514	2017/01/21 22:40	0	75															
517	2017/01/21 22:55	0	78															
518	2017/01/21 23:10	0	101															
525	2017/01/21 23:25	0	75															
528	2017/01/21 23:40	0	62															
533	2017/01/21 23:55	0	113															
536	2017/01/22 00:11	0	103															
537	2017/01/22 00:26	0	85															
540	2017/01/22 00:41	0	88															
541	2017/01/22 00:56	0	84															
542	2017/01/22 01:11	0	73															
545	2017/01/22 01:24	0	73															
546	2017/01/22 01:39	0	76															
547	2017/01/22 01:54	0	79															
548	2017/01/22 02:09	0	82															
549	2017/01/22 02:24	0	86															
550	2017/01/22 02:39	0	91															
551	2017/01/22 02:54	0	98															
552	2017/01/22 03:09	0	103															
553	2017/01/22 03:24	0	103															
554	2017/01/22 03:39	0	106															
555	2017/01/22 03:54	0	112															
556	2017/01/22 04:09	0	114															
557	2017/01/22 04:24	0	118															
558	2017/01/22 04:39	0	128															
559	2017/01/22 04:54	0	134															
560	2017/01/22 05:09	0	138															
561	2017/01/22 05:24	0	144															
562	2017/01/22 05:39	0	149															
563	2017/01/22 05:54	0	154															
